month,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,date,sentiment,observation_date,UNRATE,publication_Business Insider,publication_Buzzfeed News,publication_CNBC,publication_CNN,publication_Economist,publication_Fox News,publication_Gizmodo,publication_Hyperallergic,publication_Mashable,publication_New Republic,publication_New Yorker,publication_People,publication_Politico,publication_Refinery 29,publication_Reuters,publication_TMZ,publication_TechCrunch,publication_The Hill,publication_The New York Times,publication_The Verge,publication_Vice,publication_Vice News,publication_Vox,publication_Washington Post,publication_Wired
2016-01-01,0.1815068493150685,0.0582191780821917,0.4863013698630137,0.0102739726027397,0.0102739726027397,0.0068493150684931,0.0,0.0102739726027397,0.0753424657534246,0.160958904109589,2016-01-31,-0.1023550724637217,2016-01-01,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-01-01,0.4066666666666667,0.2933333333333333,0.1033333333333333,0.02,0.0666666666666666,0.01,0.0066666666666666,0.0533333333333333,0.0,0.04,2016-01-31,-0.2908265213441797,2016-01-01,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-01-01,0.0410557184750733,0.0263929618768328,0.0146627565982404,0.0615835777126099,0.6363636363636364,0.0586510263929618,0.0175953079178885,0.1290322580645161,0.0,0.0146627565982404,2016-01-31,-0.7047128129601707,2016-01-01,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-01-01,0.180672268907563,0.0378151260504201,0.2352941176470588,0.2058823529411764,0.1050420168067226,0.0672268907563025,0.0336134453781512,0.0924369747899159,0.0042016806722689,0.0378151260504201,2016-01-31,-0.384615384615304,2016-01-01,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-01-01,0.1598639455782313,0.1870748299319728,0.3775510204081632,0.0340136054421768,0.0170068027210884,0.0272108843537414,0.0034013605442176,0.0476190476190476,0.0170068027210884,0.1292517006802721,2016-01-31,-0.2941176470587112,2016-01-01,4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-02-01,0.2075471698113207,0.0754716981132075,0.1320754716981132,0.1320754716981132,0.1132075471698113,0.1698113207547169,0.0377358490566037,0.0566037735849056,0.0,0.0754716981132075,2016-02-29,-0.3452685421990469,2016-02-01,4.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.1237113402061855,0.0412371134020618,0.1237113402061855,0.3298969072164948,0.1958762886597938,0.0412371134020618,0.0206185567010309,0.0721649484536082,0.0412371134020618,0.0103092783505154,2016-02-29,-0.3976210705180978,2016-02-01,4.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.0196078431372549,0.0686274509803921,0.1274509803921568,0.0588235294117647,0.0,0.6568627450980392,0.0,0.0392156862745098,0.0098039215686274,0.0196078431372549,2016-02-29,-0.3875530410181135,2016-02-01,4.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.1853932584269663,0.0617977528089887,0.0,0.3932584269662921,0.1797752808988764,0.0168539325842696,0.0168539325842696,0.1179775280898876,0.0,0.0280898876404494,2016-02-29,-0.4342840341074877,2016-02-01,4.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.0368421052631578,0.1157894736842105,0.0631578947368421,0.1368421052631579,0.2052631578947368,0.2526315789473684,0.0157894736842105,0.0789473684210526,0.0789473684210526,0.0157894736842105,2016-02-29,-0.5019526763150696,2016-02-01,4.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.0538243626062322,0.3002832861189802,0.28328611898017,0.0084985835694051,0.0254957507082152,0.0254957507082152,0.0084985835694051,0.1048158640226629,0.0,0.1898016997167138,2016-02-29,-0.1950856291883115,2016-02-01,4.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.0050251256281407,0.9195979899497488,0.0,0.0,0.0050251256281407,0.0,0.050251256281407,0.0,0.0,0.0201005025125628,2016-02-29,-0.3701177929323093,2016-02-01,4.9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.4049586776859504,0.1955922865013774,0.140495867768595,0.0633608815426997,0.0771349862258953,0.0220385674931129,0.0082644628099173,0.0523415977961432,0.0,0.0358126721763085,2016-02-29,-0.1487455197132172,2016-02-01,4.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.1829652996845426,0.0867507886435331,0.028391167192429,0.5914826498422713,0.0536277602523659,0.0126182965299684,0.0189274447949526,0.0189274447949526,0.0,0.0063091482649842,2016-02-29,-0.3485593815881531,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.2524271844660194,0.5728155339805825,0.0097087378640776,0.0970873786407767,0.0388349514563106,0.0097087378640776,0.0,0.0097087378640776,0.0,0.0097087378640776,2016-02-29,-0.4107683000604132,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.7598039215686274,0.0931372549019607,0.0049019607843137,0.0490196078431372,0.0441176470588235,0.0049019607843137,0.0,0.0245098039215686,0.0196078431372549,0.0,2016-02-29,-0.1488833746897339,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.0094339622641509,0.0094339622641509,0.0188679245283018,0.8537735849056604,0.0566037735849056,0.0094339622641509,0.0283018867924528,0.0141509433962264,0.0,0.0,2016-02-29,-0.3393109957526334,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.6258064516129033,0.2580645161290322,0.0129032258064516,0.032258064516129,0.0258064516129032,0.0,0.0,0.032258064516129,0.0,0.0129032258064516,2016-02-29,-0.1718983557547295,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.1079136690647482,0.014388489208633,0.0431654676258992,0.0503597122302158,0.1223021582733813,0.5539568345323741,0.014388489208633,0.0647482014388489,0.0071942446043165,0.0215827338129496,2016-02-29,-0.4680086268867951,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-02-01,0.8693467336683417,0.0552763819095477,0.0,0.0201005025125628,0.0251256281407035,0.0,0.0,0.0150753768844221,0.0050251256281407,0.0100502512562814,2016-02-29,-0.5692307692297962,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2016-02-01,0.036144578313253,0.0301204819277108,0.7108433734939759,0.0,0.0180722891566265,0.1566265060240964,0.0060240963855421,0.0060240963855421,0.0120481927710843,0.0240963855421686,2016-02-29,-0.0295238095237954,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-02-01,0.0060240963855421,0.0,0.0421686746987951,0.7771084337349398,0.072289156626506,0.0421686746987951,0.0180722891566265,0.0301204819277108,0.0,0.0120481927710843,2016-02-29,-0.4340712223289538,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016-02-01,0.2048611111111111,0.1805555555555555,0.0416666666666666,0.125,0.1423611111111111,0.0798611111111111,0.0208333333333333,0.0763888888888889,0.1111111111111111,0.0173611111111111,2016-02-29,-0.4571763785685457,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-02-01,0.2117647058823529,0.0509803921568627,0.4980392156862745,0.0117647058823529,0.0,0.0156862745098039,0.0039215686274509,0.0274509803921568,0.0470588235294117,0.1333333333333333,2016-02-29,-0.1450629825273689,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-02-01,0.43952802359882,0.2979351032448377,0.0943952802359882,0.0530973451327433,0.0501474926253687,0.0058997050147492,0.0,0.0324483775811209,0.0,0.0265486725663716,2016-02-29,-0.3858615611192457,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-02-01,0.0313390313390313,0.0655270655270655,0.0085470085470085,0.1481481481481481,0.5042735042735043,0.0512820512820512,0.0284900284900284,0.150997150997151,0.0,0.0113960113960113,2016-02-29,-0.6760288502332901,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-02-01,0.1735849056603773,0.060377358490566,0.2113207547169811,0.3773584905660377,0.0452830188679245,0.030188679245283,0.0150943396226415,0.0566037735849056,0.0,0.030188679245283,2016-02-29,-0.3868921775897776,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-02-01,0.1967213114754098,0.1844262295081967,0.3278688524590163,0.0245901639344262,0.0450819672131147,0.0286885245901639,0.0040983606557377,0.0573770491803278,0.0,0.1311475409836065,2016-02-29,-0.1194539249145398,2016-02-01,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-03-01,0.1636363636363636,0.1818181818181818,0.1272727272727272,0.0545454545454545,0.0727272727272727,0.1636363636363636,0.0181818181818181,0.0909090909090909,0.0,0.1272727272727272,2016-03-31,-0.379474940333676,2016-03-01,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.1411290322580645,0.1008064516129032,0.1129032258064516,0.2177419354838709,0.2540322580645161,0.0080645161290322,0.0443548387096774,0.0685483870967741,0.0161290322580645,0.0362903225806451,2016-03-31,-0.6302816901407063,2016-03-01,5.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.0176991150442477,0.0442477876106194,0.1238938053097345,0.0619469026548672,0.0530973451327433,0.6371681415929203,0.0088495575221238,0.0353982300884955,0.0088495575221238,0.0088495575221238,2016-03-31,-0.2293333333331804,2016-03-01,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.1969696969696969,0.0984848484848484,0.0151515151515151,0.2878787878787879,0.2348484848484848,0.0075757575757575,0.0454545454545454,0.0984848484848484,0.0,0.0151515151515151,2016-03-31,-0.4722838137470538,2016-03-01,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.0258620689655172,0.0948275862068965,0.0474137931034482,0.1379310344827586,0.2068965517241379,0.25,0.0043103448275862,0.1120689655172413,0.1077586206896551,0.0129310344827586,2016-03-31,-0.487199684915225,2016-03-01,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.0419753086419753,0.362962962962963,0.3086419753086419,0.0148148148148148,0.0172839506172839,0.0098765432098765,0.0098765432098765,0.0592592592592592,0.0,0.1753086419753086,2016-03-31,-0.2440665958199631,2016-03-01,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.0043103448275862,0.9525862068965516,0.0,0.0,0.0,0.0,0.043103448275862,0.0,0.0,0.0,2016-03-31,-0.2830534351144174,2016-03-01,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.3596059113300492,0.1970443349753694,0.1699507389162561,0.0443349753694581,0.105911330049261,0.022167487684729,0.0098522167487684,0.0492610837438423,0.0,0.041871921182266,2016-03-31,-0.2723449001050809,2016-03-01,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.1493775933609958,0.0809128630705394,0.0145228215767634,0.578838174273859,0.1099585062240663,0.0207468879668049,0.0248962655601659,0.0145228215767634,0.0,0.0062240663900414,2016-03-31,-0.4403235124205152,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.203883495145631,0.5242718446601942,0.0,0.087378640776699,0.1067961165048543,0.0194174757281553,0.0097087378640776,0.029126213592233,0.0,0.0194174757281553,2016-03-31,-0.3969612668520442,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.7526315789473684,0.0578947368421052,0.0157894736842105,0.0789473684210526,0.0526315789473684,0.0,0.0105263157894736,0.0157894736842105,0.0105263157894736,0.0052631578947368,2016-03-31,-0.2916666666664979,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.0114942528735632,0.0229885057471264,0.0172413793103448,0.7183908045977011,0.1379310344827586,0.0057471264367816,0.0689655172413793,0.0172413793103448,0.0,0.0,2016-03-31,-0.3857615894038936,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.5703703703703704,0.2592592592592592,0.074074074074074,0.037037037037037,0.0148148148148148,0.0074074074074074,0.0,0.037037037037037,0.0,0.0,2016-03-31,-0.0830115830115028,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.1122448979591836,0.0357142857142857,0.0306122448979591,0.0153061224489795,0.1785714285714285,0.5357142857142857,0.010204081632653,0.0459183673469387,0.0153061224489795,0.0204081632653061,2016-03-31,-0.494701617400728,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016-03-01,0.8272727272727273,0.0636363636363636,0.0136363636363636,0.0272727272727272,0.0409090909090909,0.0,0.0045454545454545,0.0045454545454545,0.0,0.0181818181818181,2016-03-31,-0.5933147632303715,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2016-03-01,0.0454545454545454,0.0056818181818181,0.6647727272727273,0.0113636363636363,0.0056818181818181,0.1420454545454545,0.0056818181818181,0.034090909090909,0.0056818181818181,0.0795454545454545,2016-03-31,-0.1124368976594252,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016-03-01,0.006578947368421,0.006578947368421,0.0921052631578947,0.6710526315789473,0.1381578947368421,0.0394736842105263,0.0131578947368421,0.0328947368421052,0.0,0.0,2016-03-31,-0.5004321521173292,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016-03-01,0.2283737024221453,0.2387543252595155,0.0311418685121107,0.1384083044982699,0.1314878892733564,0.0553633217993079,0.0173010380622837,0.0484429065743944,0.0968858131487889,0.0138408304498269,2016-03-31,-0.4305778491170885,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016-03-01,0.1734317343173431,0.081180811808118,0.5055350553505535,0.003690036900369,0.007380073800738,0.007380073800738,0.0,0.022140221402214,0.059040590405904,0.1402214022140221,2016-03-31,-0.0848069289065013,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-03-01,0.4438040345821326,0.2939481268011527,0.0893371757925072,0.031700288184438,0.0518731988472622,0.0057636887608069,0.0028818443804034,0.0518731988472622,0.0,0.0288184438040345,2016-03-31,-0.2479545834028639,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-03-01,0.0357142857142857,0.0571428571428571,0.0285714285714285,0.15,0.5452380952380952,0.0357142857142857,0.0166666666666666,0.1238095238095238,0.0,0.0071428571428571,2016-03-31,-0.6814763231197297,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-03-01,0.1358490566037735,0.0415094339622641,0.2377358490566037,0.2867924528301886,0.0943396226415094,0.0679245283018867,0.0377358490566037,0.0415094339622641,0.0,0.0566037735849056,2016-03-31,-0.3962866260515816,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-03-01,0.1705069124423963,0.2258064516129032,0.3456221198156682,0.032258064516129,0.032258064516129,0.0092165898617511,0.0,0.0506912442396313,0.0,0.1336405529953917,2016-03-31,-0.0917431192659849,2016-03-01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016-04-01,0.1041666666666666,0.2083333333333333,0.2083333333333333,0.0833333333333333,0.0833333333333333,0.1875,0.0,0.0833333333333333,0.0,0.0416666666666666,2016-04-30,-0.2205882352937932,2016-04-01,5.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.2245762711864407,0.1101694915254237,0.1101694915254237,0.173728813559322,0.1779661016949152,0.0381355932203389,0.0296610169491525,0.0805084745762711,0.0296610169491525,0.0254237288135593,2016-04-30,-0.5527189175387918,2016-04-01,5.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.0317460317460317,0.0793650793650793,0.119047619047619,0.0476190476190476,0.0396825396825396,0.6349206349206349,0.0,0.0396825396825396,0.0,0.0079365079365079,2016-04-30,-0.2478289913157997,2016-04-01,5.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.2214285714285714,0.0428571428571428,0.0071428571428571,0.2714285714285714,0.2285714285714285,0.0285714285714285,0.0357142857142857,0.1357142857142857,0.0,0.0285714285714285,2016-04-30,-0.5382215288609445,2016-04-01,5.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.0407239819004524,0.1538461538461538,0.0180995475113122,0.1266968325791855,0.2126696832579185,0.1764705882352941,0.0180995475113122,0.1176470588235294,0.1040723981900452,0.0316742081447963,2016-04-30,-0.4742404227211637,2016-04-01,5.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-30,0.0624999999980468,2016-04-01,5.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.0453257790368272,0.348441926345609,0.3087818696883853,0.0084985835694051,0.0283286118980169,0.0141643059490084,0.0028328611898017,0.0481586402266288,0.0,0.1954674220963173,2016-04-30,-0.1710334788936786,2016-04-01,5.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.0044052863436123,0.9383259911894272,0.0044052863436123,0.0,0.0044052863436123,0.0,0.0484581497797356,0.0,0.0,0.0,2016-04-30,-0.356381446268984,2016-04-01,5.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.3841463414634146,0.2256097560975609,0.1615853658536585,0.0304878048780487,0.048780487804878,0.0274390243902439,0.0030487804878048,0.0579268292682926,0.0,0.0609756097560975,2016-04-30,-0.1641791044775506,2016-04-01,5.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.2275641025641025,0.1474358974358974,0.0256410256410256,0.4326923076923077,0.0737179487179487,0.0352564102564102,0.016025641025641,0.0288461538461538,0.0032051282051282,0.0096153846153846,2016-04-30,-0.3844647519581617,2016-04-01,5.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.3009708737864077,0.4854368932038835,0.0,0.0679611650485436,0.0776699029126213,0.0194174757281553,0.0,0.0194174757281553,0.0194174757281553,0.0097087378640776,2016-04-30,-0.3516508889401173,2016-04-01,5.1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.8121212121212121,0.0909090909090909,0.006060606060606,0.0242424242424242,0.0303030303030303,0.0,0.0181818181818181,0.0,0.0181818181818181,0.0,2016-04-30,-0.1729587357329473,2016-04-01,5.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016-04-01,0.0254777070063694,0.019108280254777,0.019108280254777,0.7006369426751592,0.1337579617834395,0.0063694267515923,0.0700636942675159,0.0254777070063694,0.0,0.0,2016-04-30,-0.4768848898540251,2016-04-01,5.1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
